timestamp,open,high,low,close,volume
2024-10-04 18:00:00,572.58,572.65,572.29,572.33,34520
2024-10-04 19:00:00,572.4,572.55,572.3,572.31,18092
2024-10-07 04:00:00,571.78,571.78,570.57,570.57,33926
2024-10-07 05:00:00,570.42,570.47,569.42,570.0,41221
2024-10-07 06:00:00,570.1,570.5,569.73,570.41,65677
2024-10-07 07:00:00,570.42,570.74,570.0,570.66,170550
2024-10-07 08:00:00,570.02,572.55,570.0,570.88,142116
2024-10-07 09:00:00,570.959,571.65,570.53,570.72,3396815
2024-10-07 10:00:00,570.72,571.9599,570.66,571.29,3385797
2024-10-07 11:00:00,571.25,571.7799,570.62,571.13,2452592
2024-10-07 12:00:00,571.13,571.18,570.12,570.61,2263028
2024-10-07 13:00:00,570.62,570.98,569.8253,570.43,1947690
2024-10-07 14:00:00,570.4201,570.47,566.63,566.8499,4661143
2024-10-07 15:00:00,566.83,568.6798,566.67,567.81,10810572
2024-10-07 16:00:00,567.83,568.46,567.77,568.05,2099393
2024-10-07 17:00:00,568.03,568.2,567.8,568.17,252386
2024-10-07 18:00:00,568.18,568.41,565.8,566.87,114492
2024-10-07 19:00:00,567.22,567.9411,567.18,567.7,31507
2024-10-08 04:00:00,568.09,568.54,567.85,568.48,18949
2024-10-08 05:00:00,568.55,569.91,568.55,569.71,32111
2024-10-08 06:00:00,569.8,570.07,569.31,570.05,50369
2024-10-08 07:00:00,570.05,570.24,569.6,569.98,362308
2024-10-08 08:00:00,569.62,570.15,567.07,569.73,189486
2024-10-08 09:00:00,569.79,570.86,569.5299,570.7403,3757047
2024-10-08 10:00:00,570.75,572.55,570.39,571.81,5081346
2024-10-08 11:00:00,571.8,572.33,571.25,572.275,2524875
2024-10-08 12:00:00,572.27,572.3299,571.4,571.87,1641372
2024-10-08 13:00:00,571.87,571.97,570.55,571.7458,1973037
2024-10-08 14:00:00,571.75,572.9,571.7,572.72,1978189
2024-10-08 15:00:00,572.71,573.78,572.31,573.13,7557126
2024-10-08 16:00:00,573.14,573.22,572.71,572.9,1873579
2024-10-08 17:00:00,572.9,573.17,572.76,572.92,174079
2024-10-08 18:00:00,572.94,572.9992,572.65,572.9,63890
2024-10-08 19:00:00,573.0,573.08,572.63,572.6801,28604
2024-10-09 04:00:00,571.8,572.14,571.52,572.02,19422
2024-10-09 05:00:00,572.14,572.71,572.13,572.66,14063
2024-10-09 06:00:00,572.59,573.2,572.46,572.93,18936
2024-10-09 07:00:00,573.0,573.15,572.7,572.7,96612
2024-10-09 08:00:00,573.02,573.12,571.56,572.94,230082
2024-10-09 09:00:00,572.94,573.79,572.55,573.532,2649173
2024-10-09 10:00:00,573.53,574.98,573.449,574.896,3144647
2024-10-09 11:00:00,574.9,577.06,574.9,576.89,4286679
2024-10-09 12:00:00,576.9,576.91,575.56,575.9,2436369
2024-10-09 13:00:00,575.89,576.85,575.0,575.736,2324929
2024-10-09 14:00:00,575.77,576.55,575.46,576.22,2236343
2024-10-09 15:00:00,576.22,577.71,575.72,577.1,8184195
2024-10-09 16:00:00,577.09,577.18,576.26,576.77,2250235
2024-10-09 17:00:00,576.83,577.14,576.64,576.7,87332
2024-10-09 18:00:00,576.75,576.95,576.51,576.88,39773
2024-10-09 19:00:00,576.88,577.1281,576.84,577.0,34183
2024-10-10 04:00:00,576.37,576.6,576.1,576.33,21893
2024-10-10 05:00:00,576.23,576.6,576.06,576.54,12753
2024-10-10 06:00:00,576.6,576.65,576.21,576.25,10806
2024-10-10 07:00:00,576.24,576.71,576.09,576.71,133545
2024-10-10 08:00:00,576.52,577.48,574.6,575.29,1735484
2024-10-10 09:00:00,575.25,576.3199,574.56,575.39,4183638
2024-10-10 10:00:00,575.41,576.6495,575.13,575.44,2796264
2024-10-10 11:00:00,575.44,577.0,575.14,576.96,2085773
2024-10-10 12:00:00,576.952,577.58,575.79,576.22,3605017
2024-10-10 13:00:00,576.2105,576.675,574.77,576.22,2920957
2024-10-10 14:00:00,576.23,576.23,574.49,575.3,2996942
2024-10-10 15:00:00,575.3,576.54,574.84,576.1,5188746
2024-10-10 16:00:00,576.1,576.48,575.89,576.31,2959056
2024-10-10 17:00:00,576.35,576.42,576.13,576.13,25184
2024-10-10 18:00:00,576.27,576.4,576.18,576.32,24919
2024-10-10 19:00:00,576.41,576.87,576.41,576.77,54797
2024-10-11 04:00:00,575.68,576.1,575.27,575.28,14924
2024-10-11 05:00:00,575.37,575.74,575.28,575.3,21995
2024-10-11 06:00:00,575.35,576.28,575.35,576.25,18416
2024-10-11 07:00:00,576.18,576.33,575.86,575.88,49621
2024-10-11 08:00:00,576.0,577.0,575.38,576.19,306215
2024-10-11 09:00:00,576.3,577.52,575.91,577.39,2695182
2024-10-11 10:00:00,577.39,580.095,577.01,579.08,5601727
2024-10-11 11:00:00,579.07,579.77,579.0,579.64,2109451
2024-10-11 12:00:00,579.64,579.64,578.07,578.86,2758566
2024-10-11 13:00:00,578.87,579.37,578.385,579.14,1640971
2024-10-11 14:00:00,579.13,579.9,578.79,579.7,2323208
2024-10-11 15:00:00,579.705,580.33,579.46,579.55,6390681
2024-10-11 16:00:00,579.53,579.69,578.8715,578.99,4502633
2024-10-11 17:00:00,579.0,579.24,578.24,578.32,163725
2024-10-11 18:00:00,578.31,578.52,578.08,578.52,49655
2024-10-11 19:00:00,578.51,578.68,578.4,578.61,15436
2024-10-14 04:00:00,579.34,580.17,579.3,579.86,53563
2024-10-14 05:00:00,579.96,580.39,579.95,580.29,38940
2024-10-14 06:00:00,580.29,580.93,580.29,580.5,77511
2024-10-14 07:00:00,580.5,580.57,580.16,580.49,140314
2024-10-14 08:00:00,580.44,580.94,579.2,580.92,311924
2024-10-14 09:00:00,580.91,583.3,580.73,583.3,3573943
2024-10-14 10:00:00,583.3,583.78,582.61,582.8305,3160098
2024-10-14 11:00:00,582.83,583.46,582.3,583.45,2210247
2024-10-14 12:00:00,583.45,583.96,583.4,583.8001,1673513
2024-10-14 13:00:00,583.8,584.14,583.52,583.6,1179628
2024-10-14 14:00:00,583.6,584.64,583.31,584.26,2394408
2024-10-14 15:00:00,584.26,585.27,584.0,584.28,7880029
2024-10-14 16:00:00,584.28,584.86,584.07,584.73,1974177
2024-10-14 17:00:00,584.74,584.79,584.32,584.54,161295
2024-10-14 18:00:00,584.54,584.85,584.44,584.58,46078
2024-10-14 19:00:00,584.59,584.79,584.52,584.71,38001
